web-scraper-order,web-scraper-start-url,base,base-href,superficie,nbr_pieces,nbr_salle_bain,adresse
"1739546093-3590","https://sn.coinafrique.com/categorie/villas?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-sicap-mbao-3101284","301 m2","10","5","Dakar, Sénégal"
"1739546096-3591","https://sn.coinafrique.com/categorie/villas?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-sicap-mbao-3101339","301 m2","10","5","Grand Dakar, Dakar, Sénégal"
"1739546099-3592","https://sn.coinafrique.com/categorie/villas?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/villas/vente-villa-dakar-3101440","","","","Grand Dakar, Dakar, Sénégal"
"1739546105-3593","https://sn.coinafrique.com/categorie/villas?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-nguerigne-3101636","1300 m2","5","4","Grand Dakar, Dakar, Sénégal"
"1739546107-3594","https://sn.coinafrique.com/categorie/villas?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-nord-foire-3101969","","","","Ouakam, Dakar, Sénégal"
"1739546110-3595","https://sn.coinafrique.com/categorie/villas?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/villas/vente-villa-ouakam-3102105","180 m2","4","4","Ouakam, Dakar, Sénégal"
"1739546112-3596","https://sn.coinafrique.com/categorie/villas?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-ouakam-3102111","200 m2","9","9","Ouakam, Dakar, Sénégal"
"1739546115-3597","https://sn.coinafrique.com/categorie/villas?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-301-m-sicap-mbao-3102208","","310","","Mbao, Dakar, Sénégal"
"1739546118-3598","https://sn.coinafrique.com/categorie/villas?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-mbao-3102238","150","8","3","Mbao, Dakar, Sénégal"
"1739546120-3599","https://sn.coinafrique.com/categorie/villas?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-150-m-almadies-3102275","150","7","3","Almadies, Dakar, Sénégal"
"1739546123-3600","https://sn.coinafrique.com/categorie/villas?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mbao-3102944","150","5","2","Mbao, Dakar, Sénégal"
"1739546125-3601","https://sn.coinafrique.com/categorie/villas?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/villas/vente-villa-hlm-grand-yoff-3103299","","200","","Grand Yoff, Dakar, Sénégal"
"1739546128-3602","https://sn.coinafrique.com/categorie/villas?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/villas/location-villa-05-pieces-ngor-3103972","300","5","6","Ngor, Dakar, Sénégal"
"1739546132-3603","https://sn.coinafrique.com/categorie/villas?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/villas/vente-villa-100-pieces-kaffrine-3104035","","100","","Kaffrine, Sénégal"
"1739546135-3604","https://sn.coinafrique.com/categorie/villas?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/villas/vente-maison-6-pieces-thies-3104203","","330 m2","","Grand Dakar, Dakar, Sénégal"
"1739546137-3605","https://sn.coinafrique.com/categorie/villas?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/villas/vente-villas-mbour-3104381","","5000","","Mbour, Sénégal"
